birth_date,practice_description,team,team_abbr,oddsjam_id,age,injury_notes,search_rank,search_full_name,swish_id,active,practice_participation,espn_id,competitions,fantasy_data_id,number,birth_country,status,years_exp,high_school,hashtag,first_name,yahoo_id,fantasy_positions,gsis_id,stats_id,rotowire_id,team_changed_at,injury_body_part,college,search_last_name,depth_chart_order,weight,birth_city,news_updated,full_name,depth_chart_position,rotoworld_id,search_first_name,sport,position,player_id,pandascore_id,birth_state,height,opta_id,sportradar_id,last_name,injury_start_date,injury_status,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
1997-02-21,,,,8ADDCA292DD5,27.0,,9999999.0,javinwhite,881687.0,True,,3921709.0,[],22303.0,60.0,,Active,4.0,McClymonds (CA),#javinwhite-NFL-FA-60,Javin,33318.0,"['DB', 'LB']",,,14902.0,,,UNLV,white,,211,,1721609703351.0,Javin White,,,javin,nfl,LB,7311,,,74,,3f95afdc-2140-424b-8250-7d4e273c2efc,White,,,1116853366710861824,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-30,,ARI,,,30.0,,9999999.0,bashaudbreeland,560235.0,True,,16890.0,[],16407.0,24.0,,Active,8.0,Allendale-Fairfax (SC),#bashaudbreeland-NFL-ARI-24,Bashaud,27630.0,['DB'], 00-0031052,560235.0,9648.0,,,Clemson,breeland,,197,,1641345029845.0,Bashaud Breeland,,9585.0,bashaud,nfl,CB,2091,,,71,,ba905b34-8412-4553-9055-3460368cc608,Breeland,,,1116852779298586624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-07-27,,,,,24.0,,9999999.0,kinkeaddent,,True,,,[],,,,Active,0.0,Jackson Academy (MS),#kinkeaddent-NFL-FA,Kinkead,,['QB'],,,,,,Tennessee-Martin,dent,,215,,,Kinkead Dent,,,kinkead,nfl,QB,13175,,,76,,b1b21920-2b81-11f0-a7dc-b36f60eb4d60,Dent,,,1225943136610562048,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-14,,DAL,,872D94B3727D,30.0,Surgery,150.0,brandonaubrey,1454349.0,True,,,[],,17.0,,Active,2.0,Plano Senior (TX),#brandonaubrey-NFL-DAL-17,Brandon,,['K'],,,17649.0,,Shoulder,Notre Dame,aubrey,1.0,218,,1741134040465.0,Brandon Aubrey,K,,brandon,nfl,K,11533,,,75,,110e6fe0-1c34-11ee-8294-af17faac15de,Aubrey,,Questionable,1113708850915078145,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-20,,,,,28.0,,9999999.0,amarloherrera,,False,,2578542.0,[],16967.0,56.0,,Inactive,5.0,North Clayton,#amarloherrera-NFL-FA-56,Amarlo,28595.0,['LB'],,,10372.0,,,Georgia,herrera,,249,,,Amarlo Herrera,,,amarlo,nfl,LB,2508,,,"6'1""",,faf5f854-73af-4ab9-8f19-95ea75431d45,Herrera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-08-17,,,,,32.0,,9999999.0,kasimedebali,,True,,17141.0,[],16570.0,95.0,,Inactive,8.0,Kimball Union (NH),#kasimedebali-NFL-FA-95,Kasim,27923.0,"['DL', 'LB']",00-0031255,498200.0,9378.0,,,Boston College,edebali,,253,,1572497732686.0,Kasim Edebali,,,kasim,nfl,DE,2199,,,74,,25a958c9-4035-43ad-8c9c-1309ea592e66,Edebali,,,1116852786479235072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-01-29,,,,,26.0,,9999999.0,tylerslavin,,False,,2516911.0,[],17349.0,13.0,,Inactive,1.0,,#tylerslavin-NFL-FA-13,Tyler,29002.0,['WR'],,542556.0,10861.0,,,New Mexico Highlands,slavin,,215,,,Tyler Slavin,,,tyler,nfl,WR,2881,,,"6'2""",,f02407dd-c6d9-4c88-885b-0fcf87fcbb33,Slavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-04-28,,SEA,,4306CF8AB318,33.0,,554.0,demarcuslawrence,651780.0,True,,16802.0,[],16366.0,0.0,,Active,11.0,Silver Bluff (SC),#demarcuslawrence-NFL-SEA-0,DeMarcus,27562.0,['DL'],00-0031411,,9344.0,,,Boise State,lawrence,1.0,254,,1750009211759.0,DeMarcus Lawrence,LOLB,9633.0,demarcus,nfl,DE,2064,,,75,,3e3bd10a-6462-47f8-8938-42518781d060,Lawrence,,,1113708852156592128,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-25,,,,,30.0,,9999999.0,lancedunbar,,False,,15369.0,[],14731.0,25.0,,Inactive,8.0,Haltom (TX),#lancedunbar-NFL-FA-25,Lance,26064.0,['RB'],,468901.0,8086.0,,,North Texas,dunbar,,187,,1520632201229.0,Lance Dunbar,,7798.0,lance,nfl,RB,1284,,,"5'8""",,9f0f0495-b5b8-45c2-866b-02d9f96087f7,Dunbar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-16,,,,,30.0,,9999999.0,deandrewwhite,,True,,2515962.0,[],17269.0,18.0,,Inactive,7.0,North Shore (TX),#deandrewwhite-NFL-FA-18,DeAndrew,28800.0,['WR'],00-0031511,557177.0,10243.0,,Undisclosed,Alabama,white,,195,,1598920530064.0,DeAndrew White,,,deandrew,nfl,WR,2801,,,72,,e0abf267-f265-4682-9bb7-72bbcefda451,White,,Questionable,1116852821904326656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-13,,,,,29.0,,1257.0,devaroelawrence,835146.0,True,,3121581.0,[],19373.0,0.0,,Active,5.0,Carolina (SC),#devaroelawrence-NFL-FA-0,Devaroe,30412.0,['DL'],00-0033501,,12173.0,,,Auburn,lawrence,,294,,1627877117922.0,Devaroe Lawrence,,,devaroe,nfl,DT,4501,,,74,,87c4b182-e4bc-4f35-97ec-8537a2665875,Lawrence,,,1116852977559142400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-04,,,,,24.0,,9999999.0,deandrebaker,880521.0,True,,3915163.0,[],21020.0,30.0,,Active,3.0,Miami Northwestern (FL),#deandrebaker-NFL-FA-30,DeAndre,31862.0,['DB'], 00-0035684,,13475.0,,,Georgia,baker,,186,,1660181717555.0,DeAndre Baker,,,deandre,nfl,CB,5852,,,71,,02d1b3c3-f292-4174-89fa-9ecc6286adb0,Baker,,,1116853171138854912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-10-19,,,,,27.0,,9999999.0,taylorthompson,,False,,15067.0,[],13881.0,84.0,,Inactive,3.0,,#taylorthompson-NFL-FA-84,Taylor,,['TE'],,460898.0,,,,SMU,thompson,,268,,,Taylor Thompson,,,taylor,nfl,TE,1073,,,"6'6""",,c2c65162-07df-48fb-93ce-86f340afb688,Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-11-30,,WAS,,0B131E4B26AA,31.0,,9999999.0,kevonseymour,691066.0,True,,2971603.0,[],18135.0,29.0,,Active,9.0,Muir (CA),#kevonseymour-NFL-WAS-29,Kevon,29452.0,['DB'],00-0032942,691066.0,11170.0,,,USC,seymour,2.0,185,,1741821916913.0,Kevon Seymour,RCB,,kevon,nfl,CB,3374,,,72,,e431a42b-5abe-49de-9c8c-f143f393591c,Seymour,,,1116852856238899200,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-10-16,,,,,23.0,,,coreystraughter,1067387.0,True,,,[],,0.0,,Active,1.0,Neville (LA),#coreystraughter-NFL-FA-0,Corey,,['DB'],,,15702.0,,,Louisiana-Monroe,straughter,,183,,,Corey Straughter,,,corey,nfl,CB,8012,,,70,,a01a9064-c0c3-4f3e-8753-89f5859879f9,Straughter,,,1116853451070898176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-10-14,,,,,24.0,,311.0,ajrose,920059.0,True,,,[],,24.0,,Active,1.0,Garfield Heights (OH),#ajrose-NFL-FA-24,A.J.,,['RB'],,,15350.0,,,Kentucky,rose,,212,,1661021115529.0,A.J. Rose,,,aj,nfl,RB,7918,,,73,,aa9c3e2b-711b-44ed-9cb3-0fbed3f2fead,Rose,,,1116853435631665152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-06-25,,,,,38.0,,9999999.0,erikpears,,False,,9399.0,[],12610.0,71.0,,Inactive,15.0,John F. Kennedy (CO),#erikpears-NFL-FA-71,Erik,7588.0,['OL'],,,7124.0,,,Colorado State,pears,,316,,,Erik Pears,,,erik,nfl,T,777,,,"6'8""",,dc310df5-3ada-4b4f-8f79-2db2cc603ff8,Pears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LAR,,,,,9999999.0,decariushawthorne,,True,,,[],,92.0,,Active,0.0,Center Point (AL),#decariushawthorne-NFL-LAR-92,Decarius,,['DL'],,,19197.0,,,South Florida,hawthorne,4.0,290,,,Decarius Hawthorne,RDE,,decarius,nfl,DL,13229,,,74,,3e838e40-4637-11f0-8b96-73caf6d6c117,Hawthorne,,,1238264321964769280,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-12-03,,,,,28.0,,9999999.0,rickyjeune,,True,,3055908.0,[],20526.0,2.0,,Active,4.0,Saint Joseph Regional (NJ),#rickyjeune-NFL-FA-2,Ricky,31388.0,['WR'],,748570.0,13096.0,,,Georgia Tech,jeune,,212,,1535476203701.0,Ricky Jeune,,,ricky,nfl,WR,5428,,,75,,e5395ca3-47d0-403b-84f5-41bfeba78e67,Jeune,,,1116853100703907840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-10-02,,,,,30.0,,9999999.0,aaroncolvin,,True,,16900.0,[],16249.0,34.0,,Active,8.0,Owasso (OK),#aaroncolvin-NFL-FA-34,Aaron,27642.0,['DB'],00-0031259,542873.0,9337.0,,,Oklahoma,colvin,,191,,1599351058114.0,Aaron Colvin,,9348.0,aaron,nfl,CB,1982,,,72,,76c630cf-0fd3-4210-a73d-9347da9d9d66,Colvin,,,1116852771618816000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,9999999.0,marquiswilson,,True,,,[],,,,Active,1.0,Avon Old Farms (CT),#marquiswilson-NFL-FA,Marquis,,['DB'],,,,,,Purdue,wilson,,185,,,Marquis Wilson,,,marquis,nfl,DB,12376,,,71,,07923890-0e3a-11ef-9a4a-c565d3259077,Wilson,,,1116852724273512448,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-01-22,,,,,23.0,,,christianuphoff,943834.0,True,,,[],,0.0,,Active,1.0,Washington (IL),#christianuphoff-NFL-FA-0,Christian,,['DB'],,,15476.0,,,Illinois State,uphoff,,195,,,Christian Uphoff,,,christian,nfl,DB,7882,,,75,,2b02fad4-574c-4a40-ab7d-43aca2142b66,Uphoff,,,1116853428480376832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-01-04,,BAL,,6592B272CCBB,26.0,,9999999.0,jakehummel,1058624.0,True,,,[],,35.0,,Active,3.0,Dowling Catholic (IA),#jakehummel-NFL-BAL-35,Jake,,['LB'],,,16270.0,,,Iowa State,hummel,2.0,235,,1741844718889.0,Jake Hummel,RILB,,jake,nfl,LB,8733,,,73,,0c7ceb00-d207-11ec-ab20-b37737d70cc4,Hummel,,,1113708701300060160,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-04,,MIA,,0D57BED3D0B2DB99,24.0,,999.0,brettgabbert,,True,,,[],,16.0,,Active,0.0,Christian Brothers College (MO),#brettgabbert-NFL-MIA-16,Brett,,['QB'],,,19192.0,,,Miami (OH),gabbert,,210,,1747947911882.0,Brett Gabbert,QB,,brett,nfl,QB,13221,,,72,,08f0fef0-3748-11f0-9677-41d005293433,Gabbert,,,1231394003711180800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-07,,,,,24.0,,622.0,jeromekapp,1448292.0,True,,,[],,31.0,,Active,1.0,Boyertown Area Senior (PA),#jeromekapp-NFL-FA-31,Jerome,,['WR'],,,17644.0,,,Kutztown,kapp,,210,,1693334405078.0,Jerome Kapp,,,jerome,nfl,WR,11522,,,75,,64c0ef00-fa65-11ed-b161-c5ef733b4e80,Kapp,,,1116852698889584640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-02-17,,,,,29.0,,9999999.0,nickboyle,608753.0,True,,2574591.0,[],16931.0,86.0,,Active,8.0,High Point Regional (NJ),#nickboyle-NFL-FA-86,Nick,28559.0,['TE'],00-0031598,608753.0,10252.0,,,Delaware,boyle,,261,,1673388617497.0,Nick Boyle,,10547.0,nick,nfl,TE,2474,,,76,,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,Boyle,,,1116852808646131712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-05-07,,,,,25.0,,9999999.0,tyclary,1060719.0,True,,,[],,0.0,,Active,0.0,Fayetteville (AR),#tyclary-NFL-FA-0,Ty,,['OL'],,,,,,Arkansas,clary,,299,,,Ty Clary,,,ty,nfl,OL,8852,,,76,,c22d7080-d3b2-11ec-96a0-c3471a31202c,Clary,,,1116853538769600512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-18,,,,8C27E3A10D7A,25.0,,9999999.0,aaronshampklin,1051044.0,True,,,[],,33.0,,Active,3.0,Long Beach Polytechnic (CA),#aaronshampklin-NFL-FA-33,Aaron,,['RB'],,,16367.0,,,Harvard,shampklin,,195,,1747079435227.0,Aaron Shampklin,,,aaron,nfl,RB,8809,,,70,,c09be300-d30d-11ec-8b77-45b1765fd110,Shampklin,,,1113708820732866560,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-21,,JAX,,6C394246A6D8,23.0,,449.0,parkerwashington,1229074.0,True,,,[],,11.0,,Active,2.0,Travis (TX),#parkerwashington-NFL-JAX-11,Parker,,['WR'],,,16690.0,,,Penn State,washington,4.0,204,,1736200206659.0,Parker Washington,SWR,,parker,nfl,WR,9487,,,70,,c05863ec-3414-4ae6-a8d2-830aed99b6d3,Washington,,,1113708892983947264,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-04-19,,CIN,,403AA74AF980,26.0,,635.0,genostone,1059222.0,True,,4240575.0,[],21931.0,22.0,,Active,5.0,New Castle (PA),#genostone-NFL-CIN-22,Geno,32889.0,['DB'],,,14474.0,,,Iowa,stone,1.0,210,,1736448939319.0,Geno Stone,FS,,geno,nfl,DB,6923,,,71,,95f3b8ac-e10f-4f0d-8650-b464b37ded86,Stone,,,1113708806937800704,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-12-06,,,,,27.0,,9999999.0,johnnymanziel,,False,,16736.0,[],16135.0,2.0,,Inactive,6.0,Tivy (TX),#johnnymanziel-NFL-FA-2,Johnny,27550.0,['QB'],,593578.0,9246.0,,,Texas A&M,manziel,,210,,1552834853016.0,Johnny Manziel,,9271.0,johnny,nfl,QB,1907,,,"6'0""",,7ebbfdef-1185-4896-a323-e6d5669a8345,Manziel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-27,,,,4F578D605AAF,28.0,,9999999.0,joegaziano,880210.0,True,,3915990.0,[],22317.0,97.0,,Active,5.0,Xaverian Brothers (MA),#joegaziano-NFL-FA-97,Joe,32982.0,['DL'],,,15065.0,,,Northwestern,gaziano,,275,,1733248229358.0,Joe Gaziano,,,joe,nfl,DE,7325,,,76,,bab100c6-1a6c-4411-9286-f719244f5d35,Gaziano,,,1116853369403604992,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-07-02,,,,,26.0,,9999999.0,jarridwilliams,877900.0,True,,,[],,76.0,,Active,1.0,Cedar Hill (TX),#jarridwilliams-NFL-FA-76,Jarrid,,['OL'],,,16329.0,,,Miami (FL),williams,,308,,1691094646911.0,Jarrid Williams,,,jarrid,nfl,OL,8716,,,78,,120caef0-ce1c-11ec-bebb-4fec1e38b0e5,Williams,,,1116853519173812224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-01-07,,,,,26.0,,9999999.0,brockruble,,True,,3122934.0,[],21539.0,72.0,,Active,3.0,DeMatha Catholic,#brockruble-NFL-FA-72,Brock,32485.0,['OL'], 00-0035477,,14291.0,,,Toledo,ruble,,325,,,Brock Ruble,,,brock,nfl,OT,6648,,,80,,89fc014a-7d41-40c9-90d1-1459286813e2,Ruble,,,1116853286427688960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992-10-30,,,,2CDE42756969,32.0,,662.0,jakeemgrant,605325.0,True,,2577641.0,[],18103.0,84.0,,Active,8.0,Horn (TX),#jakeemgrant-NFL-FA-84,Jakeem,29420.0,['WR'],00-0032791,605325.0,10990.0,,,Texas Tech,grant,,172,,1734242151808.0,Jakeem Grant,,11475.0,jakeem,nfl,WR,3342,,,67,,5de11f0b-8da9-42ba-9a93-db7f0a58543b,Grant,,,1116852852942176256,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-01-08,,,,,32.0,,763.0,jaronbrown,,True,,16172.0,[],15509.0,18.0,,Active,9.0,Cheraw (SC),#jaronbrown-NFL-FA-18,Jaron,27074.0,['WR'],00-0030300,463514.0,9046.0,,,Clemson,brown,,205,,1602620149319.0,Jaron Brown,,8869.0,jaron,nfl,WR,1684,,,75,,51952c7b-11c5-4229-baf9-08d4694cc2ad,Brown,,,1116852755042926592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-01-07,,JAX,,DFF0CE83247F,31.0,,9999999.0,ericmurray,651636.0,True,,2970716.0,[],18029.0,29.0,,Active,9.0,Riverside (WI),#ericmurray-NFL-JAX-29,Eric,29340.0,['DB'],00-0033038,,11141.0,,,Minnesota,murray,1.0,199,,1741674361581.0,Eric Murray,SS,,eric,nfl,DB,3268,,,71,,16e4ffec-959d-4210-8702-36c0bf20dda5,Murray,,,1113708783088988160,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-10,,,,DB8EDD57A8EC,29.0,,500.0,nicholasmorrow,1050219.0,True,,4232830.0,[],19310.0,43.0,,Active,8.0,Huntsville (AL),#nicholasmorrow-NFL-FA-43,Nicholas,30633.0,['LB'],00-0033445,,12428.0,,,Greenville,morrow,,216,,1735865416050.0,Nicholas Morrow,,,nicholas,nfl,LB,4449,,,72,,7c1a8ecd-e3e5-4123-b89f-36e58b99126f,Morrow,,,1113708756631318529,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-10-25,,,,C7E7375D12FB,24.0,,9999999.0,joshuapryor,1334826.0,True,,,[],,47.0,,Active,1.0,Paul Laurence Dunbar (MD),#joshuapryor-NFL-FA-47,Joshua,,['DL'],,,17615.0,,,Bowie State,pryor,,280,,1700343030178.0,Joshua Pryor,,,joshua,nfl,DL,11072,,,76,,fa4e3720-e760-11ed-a510-95de71e69612,Pryor,,,1116852648922841088,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998-12-30,,IND,,998715B4D91F,26.0,,9999999.0,salvonahmed,1049246.0,True,,4243315.0,[],21843.0,36.0,,Active,5.0,Juanita (WA),#salvonahmed-NFL-IND-36,Salvon,33265.0,['RB'],,,14453.0,,,Washington,ahmed,5.0,196,,1736268911397.0,Salvon Ahmed,RB,,salvon,nfl,RB,6918,,,71,,0dbbd211-0372-4751-9751-e4df4ab1f8eb,Ahmed,,,1113708735169064960,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-07-01,,,,BAB992EBEF7A,29.0,,9999999.0,tommysweeney,836094.0,True,,3122818.0,[],20957.0,87.0,,Active,6.0,Don Bosco Prep (NJ),#tommysweeney-NFL-FA-87,Tommy,32060.0,['TE'], 00-0035308,836094.0,13667.0,,Undisclosed,Boston College,sweeney,,255,,1729806320462.0,Tommy Sweeney,,,tommy,nfl,TE,6137,,,77,,ec63ee49-3a03-44ca-a083-3916f0bccd76,Sweeney,,Out,1113708766848643072,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLE,,DD416D5CB3BFBAA4,,,9999999.0,jasonivey,,True,,,[],,72.0,,Active,0.0,South Mecklenburg (NC),#jasonivey-NFL-CLE-72,Jason,,['OL'],,,,,,North Carolina A&T,ivey,,300,,,Jason Ivey,OL,,jason,nfl,OL,12784,,,77,,692c0a10-2313-11f0-8b96-b1b768d28795,Ivey,,,1222062624800247808,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
